date,outlet_name,item_name,net_revenue,quantity,brand,channel,bill_no,product_group,spl_category,basic_rate,cgst,sgst,total_gst,kot_time,city,order_taker
2025-12-06,QAFFEINE HITECH CITY,BEIGIAN CHOCOLATE TRUFFLE,209.0,1.0,QAFFEINE,Carry-Out,QAH/IN/1/019337/2025,CHEESECAKES,FOOD,209,5.23,5.23,10.46,2025-12-06 18:37:19,HYDERABAD,HITECH CITY CASHIER 1
2025-12-06,QAFFEINE HITECH CITY,ALMOND CROISSANT,188.0,1.0,QAFFEINE,Carry-Out,QAH/IN/1/019337/2025,CROISSANTS,FOOD,188,4.7,4.7,9.4,2025-12-06 18:37:19,HYDERABAD,HITECH CITY CASHIER 1
2025-12-06,QAFFEINE HITECH CITY,BANH MI PANEER SANDWICH,161.6,1.0,QAFFEINE,Carry-Out,QAH/IN/1/019338/2025,SANDWICHES,FOOD,202,4.04,4.04,8.08,2025-12-06 21:49:13,HYDERABAD,HITECH CITY CASHIER 1
2025-12-06,QAFFEINE HITECH CITY,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAH/IN/1/019338/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-06 21:49:13,HYDERABAD,HITECH CITY CASHIER 1
2025-12-06,QAFFEINE HITECH CITY,CHICKEN AFGHANI SANDWICH,334.4,2.0,QAFFEINE,Carry-Out,QAH/IN/1/019338/2025,SANDWICHES,FOOD,209,8.36,8.36,16.72,2025-12-06 21:49:13,HYDERABAD,HITECH CITY CASHIER 1
2025-12-06,QAFFEINE HITECH CITY,PANEER AFGHANI SANDWICH,161.6,1.0,QAFFEINE,Carry-Out,QAH/IN/1/019338/2025,SANDWICHES,FOOD,202,4.04,4.04,8.08,2025-12-06 21:49:13,HYDERABAD,HITECH CITY CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CORTADO,119.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013908/2025,HOT BEVERAGE,BEVERAGES,119,2.98,2.98,5.96,2025-12-06 09:25:45,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,AMERICANO,119.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013908/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,119,2.98,2.98,5.96,2025-12-06 09:25:45,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,ALMOND LATTE,196.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013908/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,196,4.9,4.9,9.8,2025-12-06 09:25:45,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BRIOCHE PANEER SANDWICH,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013908/2025,SANDWICHES,FOOD,209,5.23,5.23,10.46,2025-12-06 09:25:45,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013908/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-06 09:25:45,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,LARGE GINGER TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013909/2025,HOT BEVERAGE,BEVERAGES,139,3.48,3.48,6.96,2025-12-06 09:44:40,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),483.0,3.0,QAFFEINE,Carry-Out,QAS/IN/1/013909/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,12.08,12.08,24.16,2025-12-06 09:44:40,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),322.0,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013910/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,8.05,8.05,16.1,2025-12-06 10:02:50,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CORTADO,119.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013910/2025,HOT BEVERAGE,BEVERAGES,119,2.98,2.98,5.96,2025-12-06 10:02:50,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,MASALA TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013910/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-06 10:02:50,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,PAIN AU CHOCOLATE.,167.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013911/2025,CROISSANTS,FOOD,167,4.18,4.18,8.36,2025-12-06 10:40:53,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,AMERICANO,119.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013911/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,119,2.98,2.98,5.96,2025-12-06 10:40:53,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,WALNUT BROWNIE,153.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013911/2025,BROWNIES AND COOKIES,FOOD,153,3.83,3.83,7.66,2025-12-06 10:40:53,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013911/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-06 10:40:53,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BRIOCHE PANEER SANDWICH,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013912/2025,SANDWICHES,FOOD,209,5.23,5.23,10.46,2025-12-06 11:31:00,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,GREEN TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013912/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-06 11:31:00,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CHOCO LOADED COLD COFFEE,196.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013912/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,196,4.9,4.9,9.8,2025-12-06 11:31:00,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,LARGE GINGER TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013912/2025,HOT BEVERAGE,BEVERAGES,139,3.48,3.48,6.96,2025-12-06 11:31:00,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,HONEY CINNAMON ROLL,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013913/2025,CROISSANTS,FOOD,139,3.48,3.48,6.96,2025-12-06 11:47:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013913/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-06 11:47:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,LARGE GINGER TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013913/2025,HOT BEVERAGE,BEVERAGES,139,3.48,3.48,6.96,2025-12-06 11:47:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,MARBLE TEA CAKE SLICE,160.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013914/2025,FOOD,FOOD,160,4,4,8,2025-12-06 12:00:18,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BLUEBERRY CHEESE CAKE,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013914/2025,CHEESECAKES,FOOD,209,5.23,5.23,10.46,2025-12-06 12:00:18,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013914/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-06 12:00:18,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,SIGNATURE HOT CHOCOLATE,175.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013915/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,175,4.38,4.38,8.76,2025-12-06 12:10:40,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013915/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-06 12:10:40,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013916/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-06 12:15:23,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013916/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-06 12:15:23,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,EXOTIC FRUITY SLUSH,161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013916/2025,Q QOOLLYS,BEVERAGES,161,4.03,4.03,8.06,2025-12-06 12:15:23,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,HONEY CINNAMON ROLL,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013916/2025,CROISSANTS,FOOD,139,3.48,3.48,6.96,2025-12-06 12:15:23,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013916/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-06 12:15:23,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),483.0,3.0,QAFFEINE,Carry-Out,QAS/IN/1/013917/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,12.08,12.08,24.16,2025-12-06 12:28:40,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,TIRAMISU TUB,168.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013917/2025,DESSERT,FOOD,168,4.2,4.2,8.4,2025-12-06 12:28:40,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,QAFFEINE WATER,114.28,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013918/2025,BEVERAGE,BEVERAGES,57.14,2.86,2.86,5.72,2025-12-06 12:31:11,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,LEMON LOAF TEA CAKE,153.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013918/2025,TEA CAKE SLICE,FOOD,153,3.83,3.83,7.66,2025-12-06 12:31:11,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAPPUCCINO ( HOT ),154.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013918/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,154,3.85,3.85,7.7,2025-12-06 12:31:11,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013919/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-06 12:48:19,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CHOCO LOADED COLD COFFEE,196.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013919/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,196,4.9,4.9,9.8,2025-12-06 12:48:19,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013919/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-06 12:48:19,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013920/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-06 12:57:09,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CARDAMOM TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013920/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-06 12:57:09,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,MANGO THICK SHAKE,203.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013920/2025,Q THICK SHAKE,BEVERAGES,203,5.08,5.08,10.16,2025-12-06 12:57:09,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BUTTER CROISSANT,153.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013921/2025,CROISSANTS,FOOD,153,3.83,3.83,7.66,2025-12-06 13:04:38,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013921/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-06 13:04:38,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BRIOCHE CHICKEN SANDWICH,216.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013922/2025,SANDWICHES,FOOD,216,5.4,5.4,10.8,2025-12-06 13:09:09,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013922/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-06 13:09:09,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013922/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-06 13:09:09,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,SCHEZWAN PANEER WRAP,90.5,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013923/2025,WRAPS,FOOD,181,2.26,2.26,4.52,2025-12-06 13:36:55,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CHICKEN AFGHANI SANDWICH,167.2,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013923/2025,SANDWICHES,FOOD,209,4.18,4.18,8.36,2025-12-06 13:36:55,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,TIRAMISU TUB,168.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013923/2025,DESSERT,FOOD,168,4.2,4.2,8.4,2025-12-06 13:36:55,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,PANEER AFGHANI SANDWICH,404.0,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013923/2025,SANDWICHES,FOOD,202,10.1,10.1,20.2,2025-12-06 13:36:55,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BRIOCHE PANEER SANDWICH,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013924/2025,SANDWICHES,FOOD,209,5.23,5.23,10.46,2025-12-06 13:41:47,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE MOCHA ( HOT ),175.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013924/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,175,4.38,4.38,8.76,2025-12-06 13:41:47,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,PANEER TIKKA GALETTE,185.6,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013925/2025,CROISSANTS,FOOD,116,4.64,4.64,9.28,2025-12-06 13:44:20,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BRIOCHE CHICKEN SANDWICH,172.8,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013925/2025,SANDWICHES,FOOD,216,4.32,4.32,8.64,2025-12-06 13:44:20,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),257.6,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013925/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,6.44,6.44,12.88,2025-12-06 13:44:20,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,LARGE GINGER TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013926/2025,HOT BEVERAGE,BEVERAGES,139,3.48,3.48,6.96,2025-12-06 13:46:03,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,PANEER TIKKA GALETTE,116.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013926/2025,CROISSANTS,FOOD,116,2.9,2.9,5.8,2025-12-06 13:46:03,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,MOCHA COLD COFFEE,196.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013927/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,196,4.9,4.9,9.8,2025-12-06 13:48:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CHOCOLATE ICECREAM,49.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013927/2025,ADDONS,ADD ON,49,1.23,1.23,2.46,2025-12-06 13:48:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,MOCHA COLD COFFEE,196.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013927/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,196,4.9,4.9,9.8,2025-12-06 13:48:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013928/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-06 13:56:43,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,ROSE PISTACHIO COOKIE,125.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013928/2025,BROWNIES AND COOKIES,FOOD,125,3.13,3.13,6.26,2025-12-06 13:56:43,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BUTTER CROISSANT,153.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013928/2025,CROISSANTS,FOOD,153,3.83,3.83,7.66,2025-12-06 13:56:43,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CLASSIC KOREAN GARLIC BUN,181.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013928/2025,SAVOURIES,FOOD,181,4.53,4.53,9.06,2025-12-06 13:56:43,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BUTTER CROISSANT,153.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013929/2025,CROISSANTS,FOOD,153,3.83,3.83,7.66,2025-12-06 14:07:20,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,LARGE GINGER TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013929/2025,HOT BEVERAGE,BEVERAGES,139,3.48,3.48,6.96,2025-12-06 14:07:20,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CARROT CAKE,111.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013929/2025,PETIT AND CHOUX,FOOD,111,2.78,2.78,5.56,2025-12-06 14:07:20,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,AMERICANO,107.1,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013930/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,119,2.68,2.68,5.36,2025-12-06 14:09:25,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CLASSIC KOREAN GARLIC BUN,144.8,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013930/2025,SAVOURIES,FOOD,181,3.62,3.62,7.24,2025-12-06 14:09:25,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BANH MI PANEER SANDWICH,202.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013930/2025,SANDWICHES,FOOD,202,5.05,5.05,10.1,2025-12-06 14:09:25,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,SPANISH LATTE,175.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013931/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,175,4.38,4.38,8.76,2025-12-06 14:12:35,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,MOCHA COLD COFFEE,196.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013931/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,196,4.9,4.9,9.8,2025-12-06 14:12:35,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,AMERICANO,119.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013931/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,119,2.98,2.98,5.96,2025-12-06 14:12:35,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),322.0,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013931/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,8.05,8.05,16.1,2025-12-06 14:12:35,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BRIOCHE CHICKEN SANDWICH,216.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013931/2025,SANDWICHES,FOOD,216,5.4,5.4,10.8,2025-12-06 14:12:35,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BANH MI CHICKEN SANDWICH,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013932/2025,SANDWICHES,FOOD,209,5.23,5.23,10.46,2025-12-06 14:14:18,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,SCHEZWAN CHICKEN WRAP,188.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013932/2025,WRAPS,FOOD,188,4.7,4.7,9.4,2025-12-06 14:14:18,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,KIT KAT THICK SHAKE,203.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013932/2025,Q THICK SHAKE,BEVERAGES,203,5.08,5.08,10.16,2025-12-06 14:14:18,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BRIOCHE PANEER SANDWICH,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013932/2025,SANDWICHES,FOOD,209,5.23,5.23,10.46,2025-12-06 14:14:18,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,BEIGIAN CHOCOLATE TRUFFLE,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013933/2025,CHEESECAKES,FOOD,209,5.23,5.23,10.46,2025-12-06 14:42:32,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,STRAWBERRY TRUFFLE,180.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013933/2025,DESSERT,FOOD,180,4.5,4.5,9,2025-12-06 14:42:32,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CHOCOLATE FUDGE COOKIE,250.0,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013933/2025,BROWNIES AND COOKIES,FOOD,125,6.25,6.25,12.5,2025-12-06 14:42:32,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013934/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-06 14:47:11,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CHOCOLATE ECLAIR,160.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013934/2025,PETIT AND CHOUX,FOOD,160,4,4,8,2025-12-06 14:47:11,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,SIGNATURE HOT CHOCOLATE,175.0,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013934/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,175,4.38,4.38,8.76,2025-12-06 14:47:11,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),483.0,3.0,QAFFEINE,Carry-Out,QAS/IN/1/013935/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,12.08,12.08,24.16,2025-12-06 15:05:02,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,ALMOND CROISSANT,188.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013935/2025,CROISSANTS,FOOD,188,4.7,4.7,9.4,2025-12-06 15:05:02,HYDERABAD,SEC-BAD CASHIER 1
2025-12-06,QAFFEINE SECUNDERABAD,VANILLA ICECREAM,49.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013936/2025,ADDONS,ADD ON,49,1.23,1.23,2.46,2025-12-06 15:20:04,HYDERABAD,SEC-BAD CASHIER 1
